event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
UGA6333,2020-11-18,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),NUP: National Unity Platform,Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Jinja,Jinja,Central Division,Jinja,0.4389,33.2031,1,Weekly Observer,National,"On 18 November 2020, supporters of Bobi Wine demonstrated at a police station in Jinja (Jinja district) where Bobi Wine MP was being detained. Police fired tear gas to disperse the crowds.",0,crowd size=no report,1667943765
UGA6358,2020-11-18,2020,2,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Masaka,Masaka,Kimaanya-Kyabakuza Division,Masaka,-0.3338,31.7341,1,New Vision (Uganda); URN (Uganda); Independent (Uganda),National,"Around 18 November 2020 (week of), Ugandan police forces allegedly tortured leaders and coordinators from the National Unity Platform (NUP) who had participated in protests against the arrest of Robert Kyagulanyi in Masaka (Masaka Municipality, Masaka).",0,,1667943765
UGA6344,2020-11-18,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Kanungu,Kinkizi,Rugyeyo,Nyakabungo,-0.8752,29.8208,1,URN (Uganda),National,"Around 18 November 2020, residents of the Nyakabungo area demonstrated in Nyakabungo (Kanungu district) against the poor quality of the roads. Police were dispatched to disperse the protesters, but were unable to reach them due to the condition of the road.",0,crowd size=no report,1714445675
UGA6329,2020-11-18,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Busia,Busia,Eastern Division,Busia,0.4658,34.0922,1,URN (Uganda),National,"On 18 November 2020, supporters of Bobi Wine MP rioted in Busia town (Busia district), barricading roads. Police arrested 20 people after two days of riots, though residents have questioned whether the arrested were involved in the unrest.",0,crowd size=no report,1727134609
UGA6334,2020-11-18,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-); Military Forces of Uganda (1986-) Local Defense Unit,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kampala,0.3156,32.5656,1,BBC News; Daily Monitor (Uganda); France24; HRW; Independent (Uganda); New Vision (Uganda); URN (Uganda); Weekly Observer,Other-National,"On 18 November 2020, thousands of NUP supporters rioted in several locations in Kampala after Bobi Wine (MP) was arrested earlier that day. Police, UPDF and LDU paramilitaries used live rounds, beatings and tear gas, killing at least 49 in Kampala and wounding over 100 (dozens seriously) across two days of clashes. Five fatalities concern civilians, shot dead by police officers while not rioting in addition to 11 police whilst making 577 arrests. Looting and robbery were reported during the events. A number of other civilians were among the dead, including 5 market vendors. Some observers filming the events were also fired upon. Fatalities split across two events, with two boda drivers killed in Nansana and one civilian in Nkumba deducted from the total.",23,crowd size=thousands,1731445625
UGA6335,2020-11-18,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Luwero,Bamunanika,Kikyusa,Kikyusa,0.8368,32.644,1,URN (Uganda),National,"On 18 November 2020, supporters of Bobi Wine MP rioted in Kikyusa town (Luwero district) following his arrest earlier that day, barricading roads with burning objects and clashing with police.",0,crowd size=no report,1731979405
UGA6347,2020-11-18,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Luwero,Katikamu,Wobulenzi Town Council,Wobulenzi,0.7204,32.5286,1,URN (Uganda),National,"On 18 November 2020, supporters of Bobi Wine MP rioted in Wobulenzi town (Luwero district) following his arrest earlier that day, barricading roads with burning objects and clashing with police.",0,crowd size=no report,1731979405
UGA6341,2020-11-18,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-) Local Defense Unit,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Mukono,Mukono,Central Division,Mukono,0.3533,32.7553,1,Independent (Uganda),National,"On 18 November 2020, supporters of Bobi Wine MP demonstrated in Mukono (Mukono district) following his arrest earlier that day. Supporters blocked roads with burning tires and rocks, and clashed with police and LDU paramilitaries. Two demonstrators were shot, with one being killed instantly and the other wounded.",1,crowd size=no report,1737435638
UGA6340,2020-11-18,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform,Rioters,,,,Rioters only,,800,Eastern Africa,Uganda,Mbale,Mbale,Northern Division,Mbale,1.0806,34.175,1,URN (Uganda),National,"On 18 November 2020, supporters of Bobi Wine MP demonstrated in Mbale (Mbale district) following his arrest earlier that day. Supporters blocked roads with burning tires and rocks.",0,crowd size=no report,1739238852
UGA6338,2020-11-18,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),Civilians (Uganda); Government of Uganda (1986-); NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-),State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Luwero,Katikamu,Luwero Town Council,Luwero,0.8413,32.4933,1,URN (Uganda),National,"On 18 November 2020, supporters of Bobi Wine MP rioted in Luwero town (Luwero district) following his arrest earlier that day, barricading roads with burning objects and clashing with police. A local official who went to calm demonstrators in the evening was shot dead by UPDF who had arrived at the scene, whilst several others were injured in clashes.",1,crowd size=no report,1739840237
UGA6345,2020-11-18,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform,Rioters,,,,Rioters only,,800,Eastern Africa,Uganda,Tororo,Tororo,Western Division,Tororo,0.6928,34.1811,1,URN (Uganda),National,"On 18 November 2020, supporters of Bobi Wine MP demonstrated in Tororo (Tororo district) following his arrest earlier that day. Supporters blocked roads with burning tires and rocks.",0,crowd size=no report,1739840237
UGA6342,2020-11-18,2020,1,Political violence,Violence against civilians,Attack,Military Forces of Uganda (1986-) Local Defense Unit,,State forces,Civilians (Uganda),Taxi Drivers (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Wakiso,Nansana,Nansana Division,Nansana,0.3639,32.5286,1,URN (Uganda),National,"On 18 November 2020, two boda boda drivers were shot dead by LDU paramilitaries in Nansana (Wakiso district) amid unrest against the recent arrest of Bobi Wine MP. The drivers were not involved in the demonstrations.",2,,1740447662
UGA6343,2020-11-18,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),NUP: National Unity Platform,Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Wakiso,Nansana,Nansana Division,Nansana,0.3639,32.5286,1,URN (Uganda),National,"On 18 November 2020, supporters of Bobi Wine MP demonstrated in Nansana (Wakiso district) after his arrest earlier that day. Police arrested over 100 demonstrators from two days of demonstrations in Nansana and Wakiso town.",0,crowd size=no report,1740447662
UGA6346,2020-11-18,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),NUP: National Unity Platform,Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Wakiso,Busiro,Wakiso Town Council,Wakiso,0.4044,32.4594,1,URN (Uganda),National,"On 18 November 2020, supporters of Bobi Wine MP demonstrated in Wakiso (Wakiso district) after his arrest earlier that day. Police arrested over 100 demonstrators from two days of demonstrations in Nansana and Wakiso town.",0,crowd size=no report,1740447662
UGA6326,2020-11-17,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Busia,Busia,Eastern Division,Busia,0.4658,34.0922,1,URN (Uganda),National,"On 17 November 2020, police attempted to disperse NUP supporters awaiting the arrival of Bobi Wine MP in Busia town (Busia district), firing live rounds and tear gas at the crowds. Dozens were injured, including several who sustained gunshot wounds.",0,,1727134609
UGA6327,2020-11-17,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),Students (Uganda),Rioters,Rioters (Uganda),Students (Uganda),Rioters,Rioters-Rioters,,800,Eastern Africa,Uganda,Kabale,Kabale,Northern Division,Kabale,-1.2483,29.9897,1,Chimp Reports,National,"On 17 November 2020, students from western and northern Uganda clashed at the nursing college in Kabale (Kabale district), after racial slurs were made against a northerner. Police fired tear gas and live rounds (presumed to be fired in the air) to disperse the students, one of whom was seriously injured.",0,crowd size=no report,1737435638
UGA6696,2020-11-15,2020,3,Political violence,Violence against civilians,Attack,Military Forces of Uganda (1986-),,State forces,Civilians (Uganda),,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Nwoya,Nwoya,Alero,Alero,2.7069,32.0503,2,Daily Monitor (Uganda); Chimp Reports,National,"Around 15 November 2020 (month of), soldiers reportedly beat residents of Lebngec Parish in Lungulu Sub-county, coded to Alero (Nwoya, Nwoya) as they tried to fence of a 5,000 acre land and evict about 200 residents. Both residents and military claimed the land belongs to them.",0,,1667868637
UGA6325,2020-11-15,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Sironko,Budadiri,Sironko Town Council,Sironko,1.2317,34.2466,1,Independent (Uganda); Chimp Reports,National,"On 15 November 2020, hundreds of NUP supporters clashed with police in Sironko town (Sironko district), who attempted to disperse crowds with tear gas and live rounds (presumed to be fired into the air) whilst preventing Bobi Wine MP from reaching his supporters. Police fired tear gas into Bobi Wine's vehicle and used pepper spray on him, with the presidential challenger describing the police as using 'extreme force' against his supporters.",0,crowd size=hundreds,1667868637
UGA6381,2020-11-15,2020,1,Political violence,Battles,Armed clash,Police Forces of Uganda (1986-),,State forces,Private Security Forces (Uganda),,External/Other forces,State forces-External/Other forces,,800,Eastern Africa,Uganda,Busia,Busia,Eastern Division,Busia,0.4658,34.0922,1,New Vision (Uganda),National,"On 15 November 2020, two police officers reportedly shot dead the bodyguard of an MP in Busia (Samia-Bugwe, Busia). According to the MP, his bodyguard's attackers had trailed them and that they had targeted him too.",1,,1727134609
UGA6323,2020-11-15,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),Rioters,Civilians (Uganda),,Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Rubanda,Rubanda,Bubaare,Bubale,-1.2092,29.9347,2,Chimp Reports,National,"On 15 November 2020, a lynch mob attacked two suspected goat thieves at Rwere village in Bubaare subcounty (Rubanda district) [coded to Bubale], with both dying of their injuries shortly after the attack. Five people (including two local officials) have been arrested in connection with the violence.",2,crowd size=no report,1737435638
UGA6324,2020-11-15,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Mbale,Mbale,Northern Division,Mbale,1.0806,34.175,1,Independent (Uganda),National,"On 15 November 2020, hundreds of NUP supporters clashed with police in Mbale town (Mbale district), who attempted to disperse crowds with tear gas and live rounds (presumed to be fired into the air) whilst preventing Bobi Wine MP from reaching his supporters. Demonstrators threw back tear gas cannisters fired at them by police.",0,crowd size=hundreds,1739238852
UGA6303,2020-11-14,2020,2,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-) Uganda Wildlife Authority,Military Forces of Uganda (1986-),State forces,Civilians (Uganda),Labor Group (Uganda); Women (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Adjumani,East Moyo,Itirikwa,Apaa,3.0009,31.7816,1,Independent (Uganda),National,"Around 14 November 2020 (as reported), Wildlife Authority forces and UPDF fired upon a truck carrying charcoal in Apaa (Pabbo, Amuru), killing the driver as he fled on foot, and wounding two female charcoal dealers.",1,,1667868637
UGA6322,2020-11-14,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),Students (Uganda),Rioters,,,,Rioters only,,800,Eastern Africa,Uganda,Koboko,Koboko,Northern Divison,Koboko,3.4139,30.9597,1,URN (Uganda),National,"On 14 November 2020, students rioted at a college in Koboko town (Koboko district), breaking windows at the computer lab and the headmaster's office, calling for improvements in the food and activities offered by the school. The headmaster has refuted the accusations, and stated that the riot follows the suspension of three students for cutting a fence. Police and UPDF arrested seven students two days later.",0,crowd size=no report,1667943765
UGA6314,2020-11-13,2020,1,Political violence,Battles,Armed clash,Military Forces of Uganda (1986-),Military Forces of Uganda (1986-) Local Defense Unit,State forces,Jie Ethnic Militia (Uganda),Pastoralists (Uganda),Identity militia,State forces-Identity militia,,800,Eastern Africa,Uganda,Kitgum,Chua,Orom,Akurumo,3.5271,33.5849,2,URN (Uganda),National,"On 13 November 2020, UPDF and LDU paramilitaries clashed with Jie cattle raiders in the area of Akurumo parish (Kitgum district), killing one and wounding four. The five raiders, who had one firearm between them, refused to surrender to the military forces.",1,,1667868637
UGA6317,2020-11-13,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform; Private Security Forces (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Bukomansimbi,Bukomansimbi,Butenga,Kawoko,-0.204,31.6928,1,URN (Uganda),National,"On 13 November 2020, police fired tear gas and live rounds at NUP supporters who were welcoming recent defectors from the NRM party in Kawoko (Bukomansimbi district), before assaulting two of the defectors.",0,,1667868637
UGA6318,2020-11-13,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),NUP: National Unity Platform; Private Security Forces (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kotido,Kotido,Central Division,Kotido,3.0065,34.114,1,Independent (Uganda),National,"On 13 November 2020, police fired tear gas and live rounds (presumed to be fired in the air) at NUP supporters in Kotido town (Kotido district) after Bobi Wine MP arrived as part of his presidential campaign. A lady was hit in the leg by a tear gas cannister, causing serious damage. Police were also reported to have caused injuries to Bobi Wine's security detail, though details are unclear.",0,,1667943765
UGA6316,2020-11-13,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Uganda),NRM: National Resistance Movement,Protesters,,,,Protesters only,,800,Eastern Africa,Uganda,Gulu,Gulu,Pece Division,Gulu,2.7667,32.3056,1,URN (Uganda),National,"On 13 November 2020, more than 50 NRM youth marched in Gulu town (Gulu district), denouncing mismanagement of funds and denial of access to the President on the part of senior members of the party.",0,crowd size=more than 50,1667943765
UGA6315,2020-11-13,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),Rioters,Civilians (Uganda),Government of Uganda (1986-),Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Gulu,Gulu,Pece Division,Gulu,2.7667,32.3056,1,URN (Uganda),National,"On 13 November 2020, a lynch mob attacked a local official in a suburb of Gulu (Gulu district), after he was discovered in bed with a married lady. The man was beaten, but rescued by police.",0,crowd size=no report; local administrators,1687837308
UGA6321,2020-11-12,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-),State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Lira,Lira,Ojwina Division,Lira,2.2426,32.8913,1,New Vision (Uganda),National,"On 12 November 2020, NUP supporters awaiting the arrival of Bobi Wine MP clashed with police in Lira town (Lira district), throwing stones at police before UPDF backup arrived.",0,crowd size=no report,1736846020
UGA6313,2020-11-11,2020,1,Political violence,Violence against civilians,Abduction/forced disappearance,Jie Ethnic Militia (Uganda),,Identity militia,Civilians (Uganda),,Civilians,Identity militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Abim,Labwor,Abim Town Council,Kiru,2.6354,33.6662,2,URN (Uganda),National,"On 11 November 2020, Jie militiamen abducted three civilians from Mission Ward near Kiru in Labwor county (Abim district), for reasons which are unclear. The victims were rescued by LDU paramilitaries the next day, who arrested the captors.",0,,1667868637
UGA6312,2020-11-11,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform; Taxi Drivers (Uganda); Labor Group (Uganda),Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Gulu,Gulu,Pece Division,Gulu,2.7667,32.3056,1,Independent (Uganda),National,"On 11 November 2020, thousands of NUP supporters (including boda boda drivers, and market vendors) gathered to see Bobi Wine MP in Gulu (Gulu district). When police intervened, youth rocks at the police, who fired tear gas and live rounds (presumed to be fired into the air) to disperse the crowds.",0,crowd size=thousands,1667943765
UGA6311,2020-11-10,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),,Rioters,Civilians (Uganda),Labor Group (Uganda); Military Forces of Uganda (1986-) Local Defense Unit,Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Abim,Labwor,Nyakwae,Lodukan,2.5333,33.85,2,Independent (Uganda),National,"On 10 November 2020, a mob attacked a lorry driver in Pupukamuya in Nyakwae subcounty (Abim district) [coded to Lodukan], and set the vehicle on fire after they accused the driver of trespassing on their land. An LDU paramilitary present at the scene was killed in unclear circumstances, with some present suggesting he stole the LDU's firearm before shooting the soldier. Seven people have been arrested.",1,crowd size=no report,1667868637
UGA6309,2020-11-10,2020,1,Political violence,Violence against civilians,Attack,Jie Ethnic Militia (Uganda),,Identity militia,Civilians (Uganda),Women (Uganda),Civilians,Identity militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kitgum,Chua,Orom,Akurumo,3.5271,33.5849,2,URN (Uganda),National,"On 10 November 2020, suspected Jie militiamen beat three women and their children at Labongtac in Akurumo parish (Kitgum district). There is no clear motive for the attack.",0,,1667868637
UGA6310,2020-11-10,2020,2,Political violence,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),Rioters,Civilians (Uganda),,Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Mityana,Mityana,Central Division,Butebi,0.346,31.9963,1,URN (Uganda),National,"Around 10 November 2020 (as reported), a lynch mob once again tried to attack the residence of a man in Butebi village (Mityana) whom they suspected of being linked to an apparent murder of another man in the village. Police arrested at least 10 upon intervening.",0,crowd size=no report,1739238852
UGA6307,2020-11-09,2020,1,Political violence,Violence against civilians,Attack,Palwong Paboro Clan Militia (Uganda),Acholi Ethnic Militia (Uganda),Identity militia,Civilians (Uganda),Pakedo Clan Group (Uganda); Acholi Ethnic Group (Uganda),Civilians,Identity militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Adjumani,East Moyo,Itirikwa,Apaa,3.0009,31.7816,2,Acholi Times; URN (Uganda),New media-National,"On 9 November 2020, members of the Palwong Paboro Acholi clan armed with bows and hand weapons attacked Andara village in Labala parish in the disputed Apaa area (Amuru district), burning 18 dwellings as well as food supplies belonging to the Pakedo Acholi clan, and killing 19 goats. The attack is in revenge for a possible murder on 5 November.",0,,1667868637
UGA6308,2020-11-09,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),Taxi Drivers (Uganda),Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Kabale,Kabale,Northern Division,Kabale,-1.2483,29.9897,1,Chimp Reports,National,"On 9 November 2020, over 500 boda boda drivers demonstrated against police extortion carried out under the pretense of coronavirus enforcement measures in Kabale (Kabale district). Police dispersed the drivers with tear gas and live rounds (presumed to be fired into the air).",0,crowd size=over 500,1737435638
UGA6306,2020-11-07,2020,1,Political violence,Battles,Armed clash,Military Forces of Uganda (1986-),,State forces,Turkana Ethnic Militia (Uganda),,Identity militia,State forces-Identity militia,,800,Eastern Africa,Uganda,Kaabong,Dodoth,Sidok,Locham,3.4199,34.1456,2,Independent (Uganda),National,"On 7 November 2020, UPDF clashed with Turkana raiders at the hill close to Locham in Dodoth county (Kaabong district), killing two Turkana and wounding one.",2,,1667868637
UGA6320,2020-11-05,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),Journalists (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kampala,Kampala,Kawempe Division,Kamwokya,0.3456,32.5819,1,HRW,Other,"On 5 November 2020, a freelance journalist was shot in the face with a rubber bullet by police as he filmed Bobi Wine MP in Kamwokya (Kampala).",0,,1710202865
UGA6305,2020-11-04,2020,2,Political violence,Violence against civilians,Attack,Jie Ethnic Militia (Uganda),,Identity militia,Civilians (Uganda),,Civilians,Identity militia-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kitgum,Chua,Orom,Akurumo,3.5271,33.5849,2,URN (Uganda),National,"Around 4 November 2020 (week of), suspected Jie militiamen beat a child unconscious and shot a man with an arrow in the Nabolo area of Akurumo parish (Kitgum district). There is no clear motive for the attacks.",0,,1667868637
UGA6296,2020-11-03,2020,2,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-) Uganda Wildlife Authority,,State forces,Civilians (Uganda),,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Bukwo,Kongasis,Chepkwasta,Chepkwasta,1.2679,34.7034,2,URN (Uganda),National,"Around 3 November 2020 (as reported), UWA rangers shot two brothers at an unspecified area implied to be in the area of Tulwov village in Chepkwasta subcounty (Bukwo district), killing one (who was shot in the head) and wounding the other (who was shot in the leg). Police say they are investigating the incident.",1,,1667868637
UGA6302,2020-11-03,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Masaka,Masaka,Kimaanya-Kyabakuza Division,Masaka,-0.3338,31.7341,1,URN (Uganda),National,"On 3 November 2020, police and NUP supporters celebrating the nomination of Bobi Wine MP for upcoming Presidential elections clashed in several parts of Masaka town (Masaka district). Divergent accounts of the events suggest that NUP supporters were retaliating to police abuses of supporters, whilst police claim NUP youth attacked police without provocation. Two police officers were injured, as was an NUP parliamentary candidate who was hit by a tear gas cannister. Rubber bullets were also fired. The NUP offices were tear gassed by police, and an unspecified number arrested.",0,crowd size=no report,1667943765
UGA6319,2020-11-03,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),,State forces,Civilians (Uganda),Journalists (Uganda),Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kampala,Kampala,Nakawa Division,Nakawa,0.3333,32.6333,1,HRW,Other,"On 3 November 2020, journalists covering the nomination of Bobi Wine MP were attacked with pepper spray by police in the Nakawa area of Kampala.",0,,1710202865
UGA6297,2020-11-03,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-),State forces,Civilians (Uganda),FDC: Forum for Democratic Change; Journalists (Uganda); NUP: National Unity Platform,Civilians,State forces-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kampala,0.3156,32.5656,1,AFP; HRW,Other-International,"On 3 November 2020, police and UPDF intercepted Bobi Wine MP in Kampala shortly after he filed his nomination papers. The Presidential aspirant stated he was tortured for several hours in a police van before being released. The FDC contender was also detained by authorities, and may have been abused in custody whilst in route to submit his nomination papers. A journalist covering the FDC contender was also attacked by police.",0,,1719274346
UGA6301,2020-11-03,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),Military Forces of Uganda (1986-),State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kampala,0.3156,32.5656,1,AFP; AP; Chimp Reports; Independent (Uganda); URN (Uganda),National-International,"On 3 November 2020, police and UPDF clashed with NUP supporters in several locations in Kampala (including Kyambogo and Magere) after authorities intercepted Bobi Wine MP. Supporters were reported to have thrown stones at authorities, who responded with tear gas and live rounds (presumed to be fired into the air), whilst a number were injured in scuffles, including 3 police or UPDF, and 4 NUP supporters. Water cannons may have been used in Kyambogo. 49 were arrested.",0,crowd size=no report,1719274346
UGA6300,2020-11-02,2020,1,Political violence,Riots,Mob violence,Rioters (Uganda),Labor Group (Uganda),Rioters,Civilians (Uganda),NRM: National Resistance Movement; Police Forces of Uganda (1986-),Civilians,Rioters-Civilians,Civilian targeting,800,Eastern Africa,Uganda,Kampala,Kampala,Central Division,Kampala,0.3156,32.5656,1,URN (Uganda),National,"On 2 November 2020, market vendors and mechanics attacked NRM supporters who arrived at a market in central Kampala, after the vendors accused the NRM supporters of provoking them. Police intervened on behalf of the NRM supporters.",0,crowd size=no report,1719274346
UGA6299,2020-11-01,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),NUP: National Unity Platform,Rioters,Police Forces of Uganda (1986-),,State forces,State forces-Rioters,,800,Eastern Africa,Uganda,Kampala,Kampala,Rubaga Division,Kawaala,0.3388,32.554,1,Daily Monitor (Uganda),National,"On 1 November 2020, police clashed with supporters of Bobi Wine at Kawaala (Kampala), after authorities intercepted his convoy whilst in route to a funeral. NUP supporters threw stones at the police, who responded by using tear gas.",0,crowd size=no report,1719274346
UGA6292,2020-10-28,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Uganda),Labor Group (Uganda),Protesters,Police Forces of Uganda (1986-),,State forces,State forces-Protesters,,800,Eastern Africa,Uganda,Kabale,Kabale,Northern Division,Kabale,-1.2483,29.9897,1,Chimp Reports,National,"On 28 October 2020, dozens of artists protested in Kabale (Kabale district) over the lack of funds distributed by the government to local artists. Police intercepted the demonstrators, and prevented them from reaching the Resident District Commissioner's office.",0,crowd size=dozens,1737435638
UGA6293,2020-10-28,2020,2,Demonstrations,Riots,Violent demonstration,Rioters (Uganda),Labor Group (Uganda),Rioters,,,,Rioters only,,800,Eastern Africa,Uganda,Mukono,Mukono,Central Division,Mukono,0.3533,32.7553,1,URN (Uganda),National,"Around 28 October 2020 (as reported), market vendors burned tires at the main road at Kikooza market in Mukono (Mukono district), denouncing the lack of electricity for the past week.",0,crowd size=no report,1737435638
UGA6291,2020-10-27,2020,1,Political violence,Battles,Armed clash,Military Forces of South Sudan (2011-),,External/Other forces,Military Forces of Uganda (1986-),,State forces,State forces-External/Other forces,,800,Eastern Africa,Uganda,Lamwo,Lamwo,Lokung,Ngomoromo,3.6797,32.5794,2,Radio Tamazuj; URN (Uganda); VOA; Juba Monitor,National-International,"On 27 October 2020, UPDF and SSPDF soldiers clashed along the disputed border between Lamwo district (Uganda) and Magwi county (South Sudan), with the South Sudanese army claiming the fighting took place at Pogee in Magwi, and the Ugandan forces saying the fighting occurred after South Sudanese soldiers established a road block close to Ngomoromo (Lamwo district; coordinates used at GP2 pending confirmation of event location). 2 SSPDF soldiers were killed and 1 captured, whilst the SSPDF spokesman claimed that two UPDF were killed in fighting (denied by the UPDF). A local Ugandan politician has claimed that SSPDF abducted six women and raped one prior to the clash, although this has not been corroborated by other sources. UPDF have handed the captured soldier and bodies of the deceased to South Sudanese authorities.",2,,1667868637
